          atime             vx             vy             vz             pr              t
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4682338E+00  1.1183630E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4673693E+00  9.2038429E-16
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4672091E+00  1.1922591E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4655291E+00  1.9800937E-16
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4662201E+00  4.1833683E-16
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4677934E+00  6.6565511E-16
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4702657E+00  2.4143754E-16
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4736225E+00  2.3989218E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4777439E+00  9.3868049E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4823185E+00  5.8240786E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4867743E+00 -6.6413345E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4903146E+00  5.1605918E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4921227E+00 -7.3250060E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4917037E+00  3.2853155E-16
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4891406E+00  5.1652552E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4850606E+00 -6.6252975E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4803387E+00  5.3944985E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4757607E+00  7.8092468E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4718451E+00  1.5623523E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4688387E+00  3.1067740E-16
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4668045E+00  4.0379538E-16
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4657159E+00 -1.9908667E-16
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4655291E+00  2.0933995E-16
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4632807E+00  7.3103925E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4641419E+00  9.4122894E-16
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4660915E+00  1.4046973E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4692167E+00  2.2681139E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4736007E+00  8.4275693E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4792081E+00  2.3322509E-14
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4857233E+00 -5.8158076E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4923721E+00  5.0692374E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4978808E+00  8.9528868E-14
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5007850E+00  1.2077584E-12
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5001323E+00  1.2327716E-12
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4960779E+00  9.2902860E-14
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4897966E+00  5.1083993E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4828226E+00 -5.9758928E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4763792E+00  2.2804045E-14
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4711296E+00  8.0886520E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4672765E+00  1.3794263E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4647698E+00  1.0962104E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4634753E+00  1.6489743E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4632807E+00  7.3285874E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4603157E+00  2.0246476E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4613348E+00  3.7570963E-16
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4636100E+00  4.0436166E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4673321E+00  8.2125969E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4727415E+00  1.7561093E-14
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4799811E+00 -4.4811211E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4888449E+00  2.6476822E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4984196E+00  1.1039614E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5068135E+00  1.2913317E-12
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5114251E+00  6.4765808E-12
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5103828E+00  6.4505057E-12
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5040209E+00  1.3003474E-12
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4945485E+00  1.0750679E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4846209E+00  2.8556472E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4759964E+00 -6.0845055E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4693686E+00  1.4608560E-14
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4647543E+00  8.2703830E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4618900E+00  3.6612828E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4604785E+00  1.4612112E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4603157E+00  1.7133502E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4565191E+00  5.2814604E-16
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4576430E+00  2.3027759E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4600800E+00  4.8014943E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4641343E+00 -4.3457453E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4702259E+00 -6.1649822E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4787369E+00  3.3392144E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4897349E+00  3.3149623E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5024265E+00  1.2886867E-12
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5144357E+00  3.6574944E-12
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5211535E+00  1.6520193E-11
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5193636E+00  1.2178490E-11
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5101542E+00  2.2539178E-12
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4966322E+00  1.3269649E-12
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4836636E+00  6.0075464E-14
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4732469E+00  3.9019210E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4657480E+00 -6.6503459E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4608194E+00 -4.6401036E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4579217E+00  3.8825332E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4565848E+00  2.9239503E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4565191E+00  2.8743938E-16
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4518672E+00  4.6209655E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4529920E+00  1.2730838E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4552876E+00 -8.4143040E-14
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4591270E+00 -7.3307385E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4650146E+00  5.3090533E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4734185E+00  7.2416148E-14
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4846027E+00  1.6586201E-12
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4966814E+00  3.4920169E-10
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4645370E+00  5.6582115E-09
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5220041E+00  2.3169651E-10
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5157950E+00  1.5689652E-10
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4574509E+00  1.8264303E-08
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4903315E+00  4.5550368E-10
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4760836E+00  1.5654257E-12
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4661144E+00  1.9764163E-14
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4593037E+00  7.4823588E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4550551E+00 -6.7923817E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4527107E+00 -9.3802587E-14
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4517501E+00  1.4443336E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4518672E+00  4.5931321E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4464922E+00  4.1318655E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4474675E+00  1.1444154E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4492053E+00  5.2224857E-12
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4520322E+00  1.0335057E-12
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4562847E+00  2.5586856E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4618225E+00  1.0586105E-12
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4558528E+00  2.3422417E-08
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5114143E+00  1.8818522E-08
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6093997E+00  1.1029227E-06
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5768031E+00  6.3872333E-08
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5570575E+00  4.0610618E-08
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5951114E+00  6.8749067E-07
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4801729E+00 -2.6916330E-10
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4495987E+00  1.3895773E-08
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4525935E+00  9.3684072E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4493956E+00 -5.3869416E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4473407E+00 -3.4355253E-12
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4463292E+00  6.4199029E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4461071E+00  1.5857026E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4464922E+00  4.1259802E-15
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4407304E+00  3.9511490E-14
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4413894E+00 -1.3135188E-10
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4421332E+00  7.9976533E-13
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4431010E+00 -8.2916910E-11
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4441797E+00 -4.7011059E-12
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4407204E+00  1.3492851E-08
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4678737E+00  5.6465455E-08
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4486862E+00  5.0303933E-07
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5948384E+00  6.4990058E-12
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5572904E+00  9.4102611E-12
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4463750E+00  3.8679658E-06
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4314895E+00  6.8939015E-09
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4321403E+00  2.6143600E-09
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4365485E+00 -1.1928200E-11
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4381949E+00 -7.3428765E-12
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4392175E+00  8.5365239E-11
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4400285E+00 -7.9261820E-11
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4407304E+00  3.9328072E-14
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4351311E+00  3.9738207E-09
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4353196E+00 -2.1113083E-09
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4347780E+00  2.0028850E-11
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4333103E+00 -5.0746283E-10
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4301674E+00 -2.5060303E-11
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4109538E+00  5.2500096E-09
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4116749E+00  3.5297215E-06
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4388037E+00 -5.8219417E-10
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3265075E+00 -2.1932813E-09
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2431029E+00 -4.7512474E-09
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3882626E+00  7.5168227E-10
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3998367E+00  3.5974570E-06
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3948126E+00  1.9992530E-07
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4230195E+00  1.5906571E-10
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4289055E+00 -5.0699013E-10
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4321918E+00  8.5983487E-10
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4341224E+00 -5.8782605E-10
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4351311E+00  3.9738207E-09
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4302739E+00  1.6688582E-11
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4299915E+00 -5.9011486E-10
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4281990E+00  2.6716706E-09
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4243123E+00  2.1314039E-10
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4162082E+00 -1.7951090E-08
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4097221E+00  1.7572999E-07
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3694621E+00  4.1050973E-06
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3620713E+00  2.4384515E-06
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3103633E+00  7.8045600E-09
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2632098E+00  2.2681138E-07
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1637850E+00  1.6025216E-08
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1809501E+00  2.7231997E-06
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3115448E+00  1.0397734E-05
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3177147E+00  2.2710367E-07
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4072884E+00  5.2758752E-08
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4119867E+00 -1.2122905E-08
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4211398E+00 -3.0932427E-09
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4262931E+00  9.2996399E-11
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4291110E+00 -7.0682740E-10
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4302739E+00  1.6688479E-11
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4267762E+00  1.5781921E-09
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4260882E+00  6.4001521E-12
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4233119E+00  1.7305014E-09
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4178591E+00  1.5507924E-09
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4064577E+00  6.9699157E-08
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3616854E+00  5.1864709E-07
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3618861E+00 -5.0841191E-07
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2532948E+00  8.7299897E-06
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2300361E+00  1.2247561E-05
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2140757E+00  1.1098834E-07
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1791462E+00  7.9261285E-07
  1.7868677E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1738766E+00  1.3814635E-07
