          atime          uvcov          vwcov          wucov         pm1avg           tavg
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.9315033E-01  0.0000000E+00
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.0535921E-01  0.0000000E+00
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.6004032E-01  0.0000000E+00
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.1209461E-01  0.0000000E+00
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.2407115E-01  0.0000000E+00
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0364164E+00  0.0000000E+00
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1476743E+00  0.0000000E+00
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1415780E+00  0.0000000E+00
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.3037032E-01  0.0000000E+00
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.1610975E-01  0.0000000E+00
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.9347186E-01  0.0000000E+00
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.6166634E-01  0.0000000E+00
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.8561452E-01  0.0000000E+00
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.0395314E-01  0.0000000E+00
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.9760650E-01  0.0000000E+00
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.8451840E-01  0.0000000E+00
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.7172099E-01  0.0000000E+00
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.6591470E-01  0.0000000E+00
  3.0000000E+01 -3.4786071E-11 -8.0442324E-12  1.4768545E-08  7.9315054E-01  0.0000000E+00
  3.0000000E+01  1.6563060E-10  9.1342258E-11 -6.9106445E-09  8.0535938E-01  0.0000000E+00
  3.0000000E+01  2.2812317E-05 -4.5803805E-07  8.2530272E-05  8.6001969E-01  0.0000000E+00
  3.0000000E+01 -1.4945460E-05 -1.0052914E-06  3.8955608E-05  9.1208767E-01  0.0000000E+00
  3.0000000E+01  2.8185265E-05  9.1451885E-05  1.8473813E-03  9.2399368E-01  0.0000000E+00
  3.0000000E+01  4.7219080E-05  5.3355093E-06 -3.9232028E-04  1.0363228E+00  0.0000000E+00
  3.0000000E+01  8.0361728E-05 -1.0840524E-05  2.8371929E-04  1.1478750E+00  0.0000000E+00
