          atime            Tm             uf             Tx             Ty             Tz 
  3.0000000E+01  1.4730274E-04  1.2136834E-02  1.4730272E-04  1.7642322E-11  8.2650049E-08
  3.0000000E+01  5.6860593E-05  7.5405972E-03 -5.6859898E-05  2.3050014E-10  2.8124202E-07
  3.0000000E+01  7.5781859E-04  2.7528496E-02 -7.5781713E-04  2.2327519E-08 -1.4786616E-06
  3.0000000E+01  5.0675411E-04  2.2511215E-02 -5.0674140E-04 -4.5472325E-09  3.5894780E-06
  3.0000000E+01  1.7631991E-04  1.3278663E-02  7.0295613E-05  4.5158216E-07 -1.6121854E-04
  3.0000000E+01  4.2977730E-03  6.5557401E-02 -4.2976637E-03 -1.8268354E-07 -3.0646053E-05
  3.0000000E+01  2.0853795E-03  4.5665968E-02 -2.0835628E-03  2.2811948E-06 -8.6998232E-05
  3.0000000E+01  6.3602265E-18  1.3660630E-15  1.0270973E-19  5.1404584E-19 -8.3547483E-18
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  3.0000000E+01  3.1256688E-18  9.3590729E-16 -1.2015384E-20  9.6297837E-21  3.4542412E-18
  3.0000000E+01  6.7518039E-04  2.5984213E-02  5.3967484E-04  4.9863809E-07  4.0573222E-04
  3.0000000E+01  9.1783826E-05  9.5778656E-03  1.9204565E-05 -2.2667201E-07 -8.9997185E-05
  3.0000000E+01  1.0926870E-03  3.3055832E-02 -1.0134538E-03  3.1311496E-07 -4.0850964E-04
  3.0000000E+01  2.4652126E-03  4.9650789E-02 -2.4615303E-03  8.5214551E-07 -1.3455730E-04
  3.0000000E+01  1.2662146E-03  3.5583201E-02 -1.2618281E-03 -5.0430611E-08  1.0530268E-04
  3.0000000E+01  6.8958125E-04  2.6262204E-02  6.5096272E-04  6.5529616E-07  2.2686339E-04
  3.0000000E+01  1.3555713E-03  3.6817986E-02  1.3523845E-03  2.2776918E-07 -9.1186994E-05
  3.0000000E+01  1.4127322E-03  3.7586205E-02  1.4092611E-03 -5.3219107E-08 -9.8408183E-05
  3.0000000E+01  1.5038474E-03  3.8779432E-02  1.4829196E-03 -4.2572642E-08 -2.5068870E-04
  3.0000000E+01 -7.9599411E-06 -6.5584988E-04 -7.9599398E-06 -9.5335529E-13 -4.4662409E-09
  3.0000000E+01 -2.9652050E-06 -3.9323220E-04  2.9651687E-06 -1.2020278E-11 -1.4666400E-08
  3.0000000E+01 -3.8082178E-05 -1.3833721E-03  3.8082105E-05 -1.1220107E-09  7.4306247E-08
  3.0000000E+01 -2.4983834E-05 -1.1098410E-03  2.4983208E-05  2.2418625E-10 -1.7696733E-07
  3.0000000E+01 -8.5249615E-06 -6.4201537E-04 -3.3987505E-06 -2.1833725E-08  7.7948191E-06
  3.0000000E+01 -2.0574581E-04 -3.1384069E-03  2.0574058E-04  8.7455465E-09  1.4671079E-06
  3.0000000E+01 -9.9235758E-05 -2.1730802E-03  9.9149306E-05 -1.0855391E-07  4.1399349E-06
  3.0000000E+01  2.3697479E-04  1.5209468E-02  1.5862501E-06 -1.8074200E-04 -1.2948462E-04
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  3.0000000E+01  9.1449901E-05  9.6294945E-03 -1.6957729E-07  6.4927975E-05  6.0709479E-05
  3.0000000E+01 -3.2129421E-05 -1.2364958E-03 -2.5681197E-05 -2.3728404E-08 -1.9307346E-05
  3.0000000E+01 -4.3939356E-06 -4.5851787E-04 -9.1937356E-07  1.0851391E-08  4.3084043E-06
  3.0000000E+01 -5.2830757E-05 -1.5982295E-03  4.8999879E-05 -1.5138920E-08  1.9751195E-05
  3.0000000E+01 -1.2153915E-04 -2.4478679E-03  1.2135760E-04 -4.2012215E-08  6.6339026E-06
  3.0000000E+01 -6.3630279E-05 -1.7881401E-03  6.3409850E-05  2.5342576E-09 -5.2917091E-06
  3.0000000E+01 -3.5960753E-05 -1.3695393E-03 -3.3946848E-05 -3.4172831E-08 -1.1830627E-05
  3.0000000E+01 -7.3252323E-05 -1.9895693E-03 -7.3080114E-05 -1.2308184E-08  4.9275601E-06
  3.0000000E+01 -7.8999783E-05 -2.1018151E-03 -7.8805679E-05  2.9760048E-09  5.5029714E-06
  3.0000000E+01 -8.4094927E-05 -2.1685403E-03 -8.2924648E-05  2.3806560E-09  1.4018476E-05
  3.0000000E+01 -1.4628323E-05 -1.2052833E-03 -1.4628321E-05 -1.7520217E-12 -8.2078015E-09
  3.0000000E+01 -5.7202285E-06 -7.5859107E-04  5.7201585E-06 -2.3188528E-11 -2.8293208E-08
  3.0000000E+01 -7.7194838E-05 -2.8041774E-03  7.7194689E-05 -2.2743823E-09  1.5062318E-07
  3.0000000E+01 -5.1934869E-05 -2.3070696E-03  5.1933566E-05  4.6602468E-10 -3.6786888E-07
  3.0000000E+01 -1.8178380E-05 -1.3690149E-03 -7.2473968E-06 -4.6557600E-08  1.6621446E-05
  3.0000000E+01 -4.4440205E-04 -6.7788232E-03  4.4439075E-04  1.8890002E-08  3.1688897E-06
  3.0000000E+01 -2.1601280E-04 -4.7302821E-03  2.1582461E-04 -2.3629621E-07  9.0116602E-06
  3.0000000E+01  5.2536228E-04  2.2390554E-02  5.4306684E-07 -4.3611041E-04 -1.8234430E-04
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  3.0000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  3.0000000E+01  1.9802619E-04  1.4338839E-02  4.3746169E-08  1.6113780E-04  9.4164918E-05
  3.0000000E+01 -6.9938159E-05 -2.6915593E-03 -5.5901898E-05 -5.1651130E-08 -4.2027531E-05
  3.0000000E+01 -9.4907108E-06 -9.9037877E-04 -1.9858071E-06  2.3438536E-08  9.3059670E-06
  3.0000000E+01 -1.1265477E-04 -3.4080182E-03  1.0448592E-04 -3.2281792E-08  4.2116874E-05
  3.0000000E+01 -2.5264816E-04 -5.0884782E-03  2.5227077E-04 -8.7332426E-08  1.3790151E-05
  3.0000000E+01 -1.2898236E-04 -3.6246662E-03  1.2853553E-04  5.1370907E-09 -1.0726609E-05
  3.0000000E+01 -6.9372514E-05 -2.6420021E-03 -6.5487454E-05 -6.5923402E-08 -2.2822668E-05
  3.0000000E+01 -1.3461892E-04 -3.6563163E-03 -1.3430244E-04 -2.2619275E-08  9.0555875E-06
  3.0000000E+01 -1.3842695E-04 -3.6828944E-03 -1.3808683E-04  5.2146885E-09  9.6425522E-06
  3.0000000E+01 -1.4735489E-04 -3.7998131E-03 -1.4530427E-04  4.1714918E-09  2.4563800E-05
  3.0000000E+01  3.7524593E-06  3.0917942E-04  3.7524587E-06  4.4942882E-13  2.1054662E-09
  3.0000000E+01  1.3596305E-06  1.8030810E-04 -1.3596138E-06  5.5116381E-12  6.7249599E-09
  3.0000000E+01  1.6927648E-05  6.1491325E-04 -1.6927616E-05  4.9873728E-10 -3.3029362E-08
