          atime             Tm             uf             yp             Tx             Ty
  4.4650292E+00  2.3196179E-03  4.8174543E-02  5.3206485E-03  1.5948811E-03 -5.2873743E-09
  4.4650292E+00  7.7106465E-03  8.7810296E-02  2.9200473E-03  7.6266488E-03  7.6279328E-07
  4.4650292E+00  6.9873605E-03  8.3590526E-02  3.0674457E-03  6.7873385E-03  1.8017933E-07
  4.4650292E+00  4.1009399E-03  6.4039538E-02  4.0038374E-03  4.0843644E-03  4.9849717E-08
  4.4650292E+00  1.8364402E-03  4.2853717E-02  5.9833692E-03  1.7689315E-03 -3.1482114E-08
  4.4650292E+00  1.7962619E-03  4.2382352E-02  6.0499238E-03  1.7670049E-03 -1.8054041E-09
  4.4650292E+00  1.7826973E-03  4.2222001E-02  6.0729059E-03  1.7694127E-03 -1.1421139E-09
  4.4650292E+00  1.7707366E-03  4.2080119E-02  6.0933828E-03  1.7655332E-03 -9.0009251E-11
  4.4650292E+00  1.7667765E-03  4.2033041E-02  6.1002067E-03  1.7653864E-03 -6.0864873E-09
  4.4650292E+00  1.6698605E-03  4.0863924E-02  6.2747350E-03  1.6689495E-03  5.8560636E-09
  4.4650292E+00  1.6677636E-03  4.0838260E-02  6.2786780E-03  1.6674355E-03  2.6365732E-10
  4.4650292E+00  1.6463015E-03  4.0574637E-02  6.3194725E-03  1.6419988E-03  9.8233376E-10
  4.4650292E+00  1.5852173E-03  3.9814793E-02  6.4400729E-03  1.5683020E-03 -1.3327869E-08
  4.4650292E+00  1.9893050E-03  4.4599823E-02  5.7493062E-03  1.9326306E-03 -1.2778048E-07
  4.4650292E+00  5.4390288E-03  7.3749950E-02  3.4767347E-03  5.2222102E-03  1.5507916E-07
  4.4650292E+00  7.0797787E-03  8.4141414E-02  3.0473734E-03  7.0795937E-03  3.9967515E-07
  4.4650292E+00  9.1086091E-03  9.5411992E-02  2.6905626E-03  8.4009820E-03 -1.1265441E-06
  4.4650292E+00  2.8511454E-03  5.3418161E-02  4.7970632E-03 -2.4402117E-03 -3.0562387E-07
  4.4650292E+00  3.5962672E-03  5.9963890E-02  4.2774599E-03 -3.4496839E-03 -7.6241865E-07
  4.4650292E+00  7.3686536E-03  8.5836871E-02  2.9874499E-03 -6.6483616E-03 -3.1283227E-07
  4.4650292E+00  4.7088533E-03  6.8723897E-02  3.5843736E-03 -4.2921920E-03 -5.0006309E-07
  4.4650292E+00  5.8891124E-03  7.6738286E-02  3.3415717E-03  5.6428776E-03 -2.8256841E-07
  4.4650292E+00  5.8834381E-03  7.6703558E-02  3.3428748E-03  5.8794133E-03  1.6826099E-09
  4.4650292E+00  3.6570996E-03  6.0474040E-02  4.2399525E-03  3.6567609E-03  1.2489487E-07
  4.4650292E+00  1.4879111E-03  3.8573961E-02  6.6470575E-03  1.3749648E-03  3.1192473E-08
  4.4650292E+00  1.6023050E-03  4.0028811E-02  6.4056401E-03  1.5485433E-03 -5.8642961E-09
  4.4650292E+00  1.6490053E-03  4.0607945E-02  6.3142885E-03  1.6265475E-03 -1.7002061E-09
  4.4650292E+00  1.6641712E-03  4.0794254E-02  6.2854508E-03  1.6570018E-03  3.9393137E-10
  4.4650292E+00  1.6698605E-03  4.0863924E-02  6.2747350E-03  1.6689495E-03  5.8560636E-09
  4.4650292E+00  1.5614989E-03  3.9515807E-02  6.4888017E-03  1.5610813E-03 -2.2555320E-09
  4.4650292E+00  1.5541961E-03  3.9423290E-02  6.5040312E-03  1.5527000E-03  8.7094326E-10
  4.4650292E+00  1.5008868E-03  3.8741282E-02  6.6185277E-03  1.4920117E-03  3.2640892E-09
  4.4650292E+00  1.3550083E-03  3.6810636E-02  6.9655687E-03  1.3293647E-03  9.1885267E-09
  4.4650292E+00  1.4586834E-03  3.8192022E-02  6.7138207E-03  1.3816959E-03 -1.3091197E-07
  4.4650292E+00  4.7101687E-03  6.8630599E-02  3.7361021E-03  4.6399499E-03 -1.0439392E-07
  4.4650292E+00  4.7176227E-03  6.8683884E-02  3.7333239E-03  4.6736658E-03  9.4601490E-08
  4.4650292E+00  6.6842743E-03  8.1745127E-02  3.1376875E-03  4.2227144E-03  1.6869386E-06
  4.4650292E+00  6.7615802E-03  8.2199311E-02  3.1289196E-03 -6.4800180E-03  1.3194557E-06
  4.4650292E+00  7.2496155E-03  8.5141467E-02  3.0117197E-03 -5.8435709E-03  7.4094632E-06
  4.4650292E+00  5.9727395E-03  7.7282794E-02  3.3178244E-03 -5.5291475E-03  1.0029843E-06
  4.4650292E+00  3.0094344E-03  5.4526073E-02  4.5517877E-03  2.3049720E-03 -1.4716729E-06
  4.4650292E+00  5.6399365E-03  7.5100831E-02  3.4140933E-03  5.5480564E-03 -5.4597761E-07
  4.4650292E+00  4.8055897E-03  6.9322256E-02  3.6988192E-03  4.8001345E-03  2.0860698E-07
  4.4650292E+00  3.3368952E-03  5.7766622E-02  4.4385281E-03  3.3364756E-03 -2.4904926E-07
  4.4650292E+00  1.1576596E-03  3.4024794E-02  7.5356793E-03  1.0281813E-03  6.4075012E-08
  4.4650292E+00  1.4001198E-03  3.7418163E-02  6.8525645E-03  1.3349738E-03 -2.1751772E-10
  4.4650292E+00  1.5010940E-03  3.8743953E-02  6.6180720E-03  1.4742552E-03  2.0703435E-09
  4.4650292E+00  1.5450533E-03  3.9307161E-02  6.5232466E-03  1.5375526E-03  2.3533039E-10
  4.4650292E+00  1.5614989E-03  3.9515807E-02  6.4888017E-03  1.5610813E-03 -2.2555320E-09
  4.4650292E+00  1.4563323E-03  3.8161919E-02  6.7190092E-03  1.4562645E-03  2.1615375E-08
  4.4650292E+00  1.4473564E-03  3.8044140E-02  6.7398087E-03  1.4444606E-03 -2.2147846E-10
  4.4650292E+00  1.3755348E-03  3.7088203E-02  6.9135254E-03  1.3646879E-03  2.9066986E-09
  4.4650292E+00  1.1740410E-03  3.4264261E-02  7.4833228E-03  1.1544796E-03 -3.6813961E-09
  4.4650292E+00  1.0132368E-03  3.1831346E-02  8.0552123E-03  9.8889095E-04 -2.8082815E-07
  4.4650292E+00  3.7888630E-03  6.1553288E-02  4.1657317E-03  3.7505184E-03  2.2982113E-07
  4.4650292E+00  3.2387805E-03  5.6911239E-02  4.5043227E-03  3.2095754E-03 -2.7354358E-07
  4.4650292E+00  3.4698322E-03  5.8862298E-02  4.3623127E-03  3.3687792E-03  6.5301602E-07
  4.4650292E+00  2.6026496E-03  5.0963717E-02  5.0380979E-03 -1.0661547E-03  6.9714496E-07
  4.4650292E+00  4.5761143E-03  6.8078437E-02  3.6791406E-03 -4.5516237E-03 -4.9982267E-06
  4.4650292E+00  2.7974422E-03  5.2942136E-02  4.8346113E-03 -1.9920152E-03 -3.2147271E-06
  4.4650292E+00  1.3342389E-03  3.6958774E-02  6.8437570E-03 -6.0265059E-04 -1.9864601E-06
  4.4650292E+00  4.7340838E-03  6.8810592E-02  3.7257589E-03  4.7259567E-03  1.8491665E-07
  4.4650292E+00  3.8462989E-03  6.2017389E-02  4.1346028E-03  3.8308908E-03  2.2223704E-07
  4.4650292E+00  2.4375323E-03  4.9370144E-02  5.1939471E-03  2.4367469E-03  2.4258858E-07
  4.4650292E+00  9.2532635E-04  3.0419152E-02  8.4292401E-03  8.0883631E-04 -3.4517618E-08
  4.4650292E+00  1.2128815E-03  3.4826450E-02  7.3625146E-03  1.1520867E-03 -1.4983290E-09
  4.4650292E+00  1.3606721E-03  3.6887288E-02  6.9511829E-03  1.3360381E-03  1.9664959E-09
  4.4650292E+00  1.4295813E-03  3.7809807E-02  6.7815796E-03  1.4235328E-03 -3.1225247E-10
  4.4650292E+00  1.4563323E-03  3.8161919E-02  6.7190092E-03  1.4562645E-03  2.1615375E-08
  4.4650292E+00  1.3670202E-03  3.6973245E-02  6.9350183E-03  1.3669842E-03 -3.8724899E-09
  4.4650292E+00  1.3588707E-03  3.6862871E-02  6.9557840E-03  1.3544319E-03  1.7180089E-08
  4.4650292E+00  1.2911202E-03  3.5932174E-02  7.1359465E-03  1.2788162E-03 -1.2234282E-09
  4.4650292E+00  1.0972930E-03  3.3125384E-02  7.7406109E-03  1.0846145E-03 -3.4530894E-08
  4.4650292E+00  6.3652691E-04  2.5229963E-02  1.0163114E-02  6.2925683E-04 -4.5745766E-08
  4.4650292E+00  2.9795180E-03  5.4588099E-02  4.6966372E-03  2.9702339E-03 -1.2347886E-07
  4.4650292E+00  5.1811155E-03  7.1998393E-02  3.5593988E-03  4.9659354E-03 -2.9664228E-06
  4.4650292E+00  2.6651364E-03  5.1725911E-02  4.9375415E-03  2.1188002E-03  2.6610002E-06
  4.4650292E+00  1.2453817E-03  3.5199255E-02  7.2723853E-03 -9.4576320E-04 -1.3026382E-06
  4.4650292E+00  7.8727519E-03  8.8765083E-02  2.8857031E-03 -7.2302249E-03  1.8569559E-05
  4.4650292E+00  6.1010616E-03  7.8043680E-02  3.3014011E-03 -5.1686091E-03  2.5063366E-06
  4.4650292E+00  1.9689792E-03  4.4150774E-02  6.0107879E-03  1.9486144E-03  1.8222987E-06
  4.4650292E+00  2.8678378E-03  5.3600775E-02  4.7785918E-03  2.5951164E-03  4.1007266E-07
  4.4650292E+00  3.2805287E-03  5.7275462E-02  4.4768870E-03  3.2681025E-03  2.6311060E-07
  4.4650292E+00  1.4416289E-03  3.7949282E-02  6.7699163E-03  1.4432843E-03  8.8335893E-09
  4.4650292E+00  7.2808536E-04  2.6984582E-02  9.5008138E-03  6.2696195E-04  1.3055944E-08
  4.4650292E+00  1.0537655E-03  3.2461641E-02  7.8989249E-03  1.0095956E-03 -1.1109054E-08
  4.4650292E+00  1.2447448E-03  3.5280966E-02  7.2676546E-03  1.2274413E-03 -1.6155835E-09
  4.4650292E+00  1.3320351E-03  3.6497059E-02  7.0255032E-03  1.3284573E-03  1.5109147E-08
  4.4650292E+00  1.3670202E-03  3.6973245E-02  6.9350183E-03  1.3669842E-03 -3.8724899E-09
  4.4650292E+00  1.3009838E-03  3.6069158E-02  7.1088488E-03  1.3006184E-03 -4.6326564E-09
  4.4650292E+00  1.2912518E-03  3.5934007E-02  7.1355823E-03  1.2852458E-03 -1.8843406E-10
  4.4650292E+00  1.2301825E-03  3.5073852E-02  7.3106257E-03  1.2134417E-03  3.1608533E-08
  4.4650292E+00  1.0878270E-03  3.2981636E-02  7.7746309E-03  1.0672158E-03 -5.3273824E-08
  4.4650292E+00  5.8285992E-04  2.4193390E-02  1.0552126E-02  5.6013989E-04 -5.6022349E-07
  4.4650292E+00  3.1474266E-03  5.6095077E-02  4.5715251E-03  3.1328685E-03 -1.6608644E-06
  4.4650292E+00  4.8321457E-03  6.9518702E-02  3.6873283E-03  4.7033301E-03 -1.4946797E-07
  4.4650292E+00  2.7546167E-03  5.2475692E-02  4.8872780E-03  1.7250367E-03 -2.1419151E-06
  4.4650292E+00  4.3429940E-03  6.5743446E-02  3.9457381E-03 -4.6057686E-04 -1.3952668E-06
  4.4650292E+00  2.3273133E-03  4.8329218E-02  5.2943833E-03 -5.3044258E-05  4.9189281E-07
  4.4650292E+00  3.3579136E-03  5.7070288E-02  4.7306011E-03  5.2879105E-05  5.6237793E-06
  4.4650292E+00  3.4490767E-03  5.8779185E-02  4.3491227E-03  3.0547820E-03  1.2082512E-06
  4.4650292E+00  3.0328175E-03  5.5042121E-02  4.6613704E-03  2.9583171E-03  9.7835853E-07
  4.4650292E+00  3.1433150E-03  5.6058269E-02  4.5753877E-03  2.9526906E-03 -2.5577446E-07
  4.4650292E+00  1.2302942E-03  3.5080397E-02  7.3067557E-03  1.2285472E-03 -5.9548356E-08
  4.4650292E+00  6.2425122E-04  2.4755263E-02  1.0820384E-02  5.9567119E-04  4.3697469E-07
  4.4650292E+00  9.5565863E-04  3.0913008E-02  8.2950167E-03  9.3506572E-04  4.3236410E-10
  4.4650292E+00  1.1676488E-03  3.4170901E-02  7.5037489E-03  1.1592346E-03  9.0411790E-10
  4.4650292E+00  1.2655113E-03  3.5574025E-02  7.2077943E-03  1.2641512E-03 -1.4470194E-08
  4.4650292E+00  1.3009838E-03  3.6069158E-02  7.1088488E-03  1.3006184E-03 -4.6326564E-09
  4.4650292E+00  1.2653778E-03  3.5572145E-02  7.2081774E-03  1.2645836E-03 -2.6555125E-08
  4.4650292E+00  1.2435620E-03  3.5264175E-02  7.2711256E-03  1.2371735E-03  3.3123090E-09
  4.4650292E+00  1.1699560E-03  3.4204615E-02  7.4963674E-03  1.1499427E-03  5.0276528E-09
  4.4650292E+00  9.8767265E-04  3.1427702E-02  8.1585131E-03  9.4613354E-04 -1.4322365E-08
  4.4650292E+00  7.0118643E-04  2.6489917E-02  9.6748013E-03  6.9614626E-04 -8.8922842E-08
  4.4650292E+00  4.0530737E-03  6.3671638E-02  4.0291455E-03  4.0158573E-03  1.5280059E-07
  4.4650292E+00  4.1519613E-03  6.4437825E-02  3.9784981E-03  4.0418481E-03  1.1244285E-06
  4.4650292E+00  3.1758585E-03  5.6317918E-02  4.5584447E-03  2.9897380E-03  2.9591774E-07
  4.4650292E+00  5.7591503E-03  7.5972786E-02  3.3648864E-03  4.7011559E-03  1.9190793E-06
  4.4650292E+00  2.9998773E-03  5.4833293E-02  4.6638268E-03  2.2225317E-03  8.3432834E-07
  4.4650292E+00  3.0389164E-03  5.5129015E-02  4.6513615E-03  2.6341866E-03  3.1030729E-08
  4.4650292E+00  5.1686208E-03  7.1805324E-02  3.5772730E-03  3.1647549E-03  8.1186991E-07
  4.4650292E+00  4.1406233E-03  6.4295343E-02  3.9946313E-03  3.9095816E-03 -5.0288946E-07
  4.4650292E+00  3.5701726E-03  5.9758231E-02  4.2892375E-03  3.1431870E-03 -7.4379406E-07
  4.4650292E+00  1.5768854E-03  3.9625091E-02  6.5223354E-03  1.5155941E-03 -6.8913073E-07
  4.4650292E+00  6.8687067E-04  2.6216600E-02  9.7706651E-03  6.6585734E-04  3.1142562E-07
  4.4650292E+00  9.1919543E-04  3.0318024E-02  8.4574767E-03  9.1447234E-04  4.7477081E-08
  4.4650292E+00  1.1429431E-03  3.3807418E-02  7.5844495E-03  1.1406533E-03  2.0155121E-09
  4.4650292E+00  1.2386158E-03  3.5193974E-02  7.2856296E-03  1.2384077E-03 -3.1585408E-09
  4.4650292E+00  1.2653778E-03  3.5572145E-02  7.2081774E-03  1.2645836E-03 -2.6555125E-08
  4.4650292E+00  1.2718421E-03  3.5662895E-02  7.1898330E-03  1.2710366E-03  7.8570137E-08
  4.4650292E+00  1.2352513E-03  3.5146176E-02  7.2955238E-03  1.2308078E-03  6.4076378E-08
  4.4650292E+00  1.1301686E-03  3.3617671E-02  7.6273952E-03  1.1156537E-03 -1.4836003E-08
  4.4650292E+00  8.3404327E-04  2.8878956E-02  8.8792732E-03  8.0898174E-04  3.5936285E-07
  4.4650292E+00  6.3738485E-04  2.5417790E-02  9.9850586E-03  6.6408302E-04  2.0276000E-06
  4.4650292E+00  3.8831183E-03  6.2302856E-02  4.1174345E-03  3.8799634E-03 -6.0130225E-07
  4.4650292E+00  2.8827875E-03  5.3670913E-02  4.7809585E-03  2.5958000E-03  4.1855360E-06
  4.4650292E+00  2.3933473E-03  4.9197366E-02  5.1696122E-03  1.9082684E-03  1.4569470E-06
  4.4650292E+00  5.4439708E-03  7.3830413E-02  3.4672085E-03  2.7297060E-03  4.6404505E-07
  4.4650292E+00  3.2991439E-03  5.7458686E-02  4.4603949E-03  2.8092779E-03 -1.3744112E-06
  4.4650292E+00  2.8765551E-03  5.3922255E-02  4.7173482E-03  2.6638226E-03 -2.8262355E-06
  4.4650292E+00  6.2008253E-03  7.8713144E-02  3.2619197E-03  4.2311650E-03  1.3468749E-06
  4.4650292E+00  2.4989030E-03  5.0060740E-02  5.1056728E-03  2.3454970E-03  5.4213869E-07
  4.4650292E+00  3.1762904E-03  5.6344220E-02  4.5527801E-03  3.0536746E-03  2.3172237E-07
  4.4650292E+00  1.8703477E-03  4.3248590E-02  5.9297452E-03  1.8122556E-03 -1.3965451E-07
  4.4650292E+00  1.0113256E-03  3.1782969E-02  8.0775353E-03  9.9634423E-04  4.5462182E-07
  4.4650292E+00  9.6440946E-04  3.1055093E-02  8.2565317E-03  9.6434898E-04 -9.8247017E-09
  4.4650292E+00  1.1750874E-03  3.4279560E-02  7.4799681E-03  1.1750097E-03  1.2490669E-07
  4.4650292E+00  1.2588197E-03  3.5479843E-02  7.2269296E-03  1.2588189E-03  8.8257499E-08
  4.4650292E+00  1.2718421E-03  3.5662895E-02  7.1898330E-03  1.2710366E-03  7.8570137E-08
  4.4650292E+00  1.8126473E-05  2.4395193E-04            NaN  2.0446576E-06  4.4368016E-08
  4.4650292E+00  4.0661119E-10  4.0904961E-07            NaN  6.0815366E-11 -9.7205770E-12
  4.4650292E+00  0.0000000E+00  0.0000000E+00            NaN  0.0000000E+00  0.0000000E+00
  4.4650292E+00  0.0000000E+00  0.0000000E+00            NaN  0.0000000E+00  0.0000000E+00
  4.4650292E+00  4.6675519E-07  4.0525163E-05            NaN  3.3019668E-07 -6.2121474E-10
  4.4650292E+00  9.0657337E-08  1.7909522E-05            NaN  6.3621486E-08 -1.2402609E-10
  4.4650292E+00  0.0000000E+00  0.0000000E+00            NaN  0.0000000E+00  0.0000000E+00
  4.4650292E+00  0.0000000E+00  0.0000000E+00            NaN  0.0000000E+00  0.0000000E+00
  4.4650292E+00  9.5377811E-09  1.4521467E-06            NaN  6.6944733E-09 -4.8588855E-12
  4.4650292E+00  5.8509985E-05  4.3842890E-04            NaN  5.7908417E-05  3.4600180E-07
  4.4650292E+00  4.5201593E-02  2.1226043E-01  1.2001419E-03  5.4334463E-04 -1.4514896E-02
  4.4650292E+00  1.2604030E-03  3.5498490E-02  7.2202489E-03  7.8628765E-04  5.9368477E-04
  4.4650292E+00  1.6791579E-03  4.0977455E-02  6.2573891E-03  1.1867796E-03 -4.9845742E-05
  4.4650292E+00  1.5506923E-03  3.9378530E-02  6.5115337E-03  1.0629126E-03  3.8043034E-04
  4.4650292E+00  7.9071167E-04  2.8075029E-02  9.0731085E-03  4.1283758E-04  5.3329888E-04
  4.4650292E+00  8.2626354E-04  2.8698355E-02  8.8767337E-03  1.5282211E-04  7.9765135E-04
  4.4650292E+00  6.3034467E-04  2.5106237E-02  1.0213818E-02 -2.2166541E-06  6.3029747E-04
  4.4650292E+00  5.1660729E-04  2.2728680E-02  1.1281714E-02  3.3836337E-04  1.9484926E-04
  4.4650292E+00  6.0037309E-04  2.4499093E-02  1.0463134E-02  4.1492010E-04 -1.2689282E-04
  4.4650292E+00  1.1841884E-01  3.4355944E-01  7.4148007E-04  9.5345629E-02 -5.2883009E-04
  4.4650292E+00  5.8912821E-02  2.4232079E-01  1.0513057E-03  1.9121462E-03  5.2520985E-03
  4.4650292E+00  2.6349098E-04  1.6285238E-02  1.5619331E-02  1.5232247E-04 -1.4314020E-04
  4.4650292E+00  2.2632659E-03  4.7603026E-02  5.3563200E-03  1.5328088E-03  6.5328699E-04
  4.4650292E+00  8.6336058E-04  2.9437795E-02  8.6786431E-03  5.8495036E-04  2.4021701E-04
  4.4650292E+00  7.2602134E-04  2.7024063E-02  9.1498830E-03  5.0531134E-04  1.0013953E-04
  4.4650292E+00  4.3727513E-04  2.0870436E-02  1.2214491E-02  2.6449679E-04  2.2728272E-04
  4.4650292E+00  3.7260946E-04  1.9389382E-02  1.2979012E-02 -1.0163541E-05  3.6915795E-04
  4.4650292E+00  4.8391778E-04  2.2012221E-02  1.1594849E-02  3.0482290E-04 -2.1927211E-04
  4.4650292E+00  7.4386424E-04  2.7271205E-02  9.3984018E-03  4.7635675E-04 -3.1529025E-04
  4.4650292E+00  1.2163023E-01  3.4818677E-01  7.3162594E-04  9.7528008E-02 -4.0206215E-03
  4.4650292E+00  4.7194979E-02  2.1688845E-01  1.1745415E-03  2.6474864E-03  9.6568847E-04
  4.4650292E+00  7.4385625E-04  2.7302769E-02  9.3029946E-03  5.1100742E-04  1.7769473E-04
  4.4650292E+00  1.4814656E-03  3.8495275E-02  6.6599902E-03  9.9258100E-04  4.7400760E-04
  4.4650292E+00  1.4776815E-03  3.8452604E-02  6.6644629E-03  8.2141232E-04  9.0394541E-04
  4.4650292E+00  6.6740230E-04  2.6040471E-02  9.1308474E-03  3.0901953E-04  4.9585942E-04
  4.4650292E+00  4.0142388E-04  1.9992157E-02  1.2770609E-02  2.8074917E-04 -6.2080147E-05
  4.4650292E+00  1.8812441E-04  1.3714102E-02  1.8702463E-02  8.6283914E-05  1.4321648E-04
  4.4650292E+00  5.4431256E-04  2.3331454E-02  1.0988628E-02  3.6453388E-04  1.7447114E-04
  4.4650292E+00  9.5261040E-04  3.0861063E-02  8.3054753E-03  6.7083773E-04 -8.5561391E-05
  4.4650292E+00  1.2574090E-01  3.5402162E-01  7.1956756E-04  1.0075122E-01 -3.0625401E-03
  4.4650292E+00  5.7826585E-02  2.4007358E-01  1.0611638E-03  2.2560521E-03  5.0132499E-04
  4.4650292E+00  1.9487743E-03  4.4142458E-02  5.8051024E-03  6.3837276E-04  1.7273698E-03
  4.4650292E+00  2.2461608E-03  4.7394326E-02  5.4099724E-03  1.4568326E-03  8.9637368E-04
  4.4650292E+00  1.7454389E-03  4.1772543E-02  6.1399341E-03  1.2267129E-03  1.7743156E-04
  4.4650292E+00  1.2968745E-03  3.5956005E-02  7.0845731E-03  8.7140918E-04 -4.0217196E-04
  4.4650292E+00  8.2892471E-04  2.8743312E-02  8.8649811E-03  5.8430344E-04 -5.5803605E-05
  4.4650292E+00  4.3285775E-04  2.0806214E-02  1.2323788E-02  2.7806775E-04 -1.8087425E-04
  4.4650292E+00  5.9104396E-04  2.4311580E-02  1.0546522E-02  4.0776774E-04  1.2963693E-04
  4.4650292E+00  1.3906448E-03  3.7287236E-02  6.8745009E-03  9.7971020E-04  1.1831923E-04
  4.4650292E+00  1.2737973E-01  3.5632119E-01  7.1492372E-04  1.0208631E-01 -1.0534680E-03
  4.4650292E+00  8.6052939E-02  2.9286906E-01  8.6982044E-04 -1.4772152E-03  1.0273303E-02
  4.4650292E+00  2.1044161E-03  4.5895646E-02  5.4677720E-03  1.2983218E-05  2.1038396E-03
  4.4650292E+00  2.0332429E-03  4.5087774E-02  5.6880951E-03  1.3471364E-03 -7.1073038E-04
  4.4650292E+00  1.7300578E-03  4.1638964E-02  6.1418886E-03  4.1476456E-04 -1.6255111E-03
  4.4650292E+00  1.7115729E-03  4.1250874E-02  6.4928384E-03  3.1829725E-04 -1.6208413E-03
  4.4650292E+00  6.5363344E-04  2.5525470E-02  9.9330501E-03  6.2043614E-05 -6.4408292E-04
  4.4650292E+00  6.1211202E-04  2.4734117E-02  1.0382308E-02  3.6322323E-04 -3.3331729E-04
  4.4650292E+00  3.1446961E-04  1.7735063E-02  1.4455440E-02  2.2241133E-04  4.3954549E-06
  4.4650292E+00  1.6913957E-03  4.1122899E-02  6.2322852E-03  1.1403305E-03  5.0967753E-04
  4.4650292E+00  1.2801455E-01  3.5720798E-01  7.1314888E-04  1.0260554E-01  9.2024890E-04
  4.4650292E+00  8.6124355E-02  2.9299105E-01  8.6945525E-04 -2.4679558E-03  1.2351469E-02
  4.4650292E+00  1.6924705E-04  1.3226857E-02  1.9008587E-02 -8.6346267E-05 -1.1661494E-04
  4.4650292E+00  2.3199000E-03  4.8163411E-02  5.3243765E-03 -1.2172824E-04 -2.3134825E-03
  4.4650292E+00  1.8191762E-03  4.2658768E-02  6.0082297E-03 -9.6767314E-04 -1.1989884E-03
  4.4650292E+00  1.8458403E-03  4.3008915E-02  5.8730599E-03  6.9427107E-04  1.6410289E-03
  4.4650292E+00  1.3497504E-03  3.6989456E-02  6.4515571E-03 -9.4184054E-04  1.6017898E-04
  4.4650292E+00  4.3178575E-04  2.0778642E-02  1.2341226E-02  1.2869656E-04  3.9162646E-04
  4.4650292E+00  6.2650200E-04  2.5029716E-02  1.0244410E-02  3.0702931E-04  4.5165036E-04
  4.4650292E+00  1.8382260E-03  4.2869977E-02  5.9787658E-03  1.1118260E-03  9.5214164E-04
  4.4650292E+00  1.2912933E-01  3.5875993E-01  7.1006387E-04  1.0348497E-01  3.0535954E-03
  4.4650292E+00  8.1066629E-02  2.8425787E-01  8.9616701E-04 -2.3421850E-03  1.0609045E-02
  4.4650292E+00  4.6353769E-03  6.8041345E-02  3.8030079E-03  5.5633115E-04 -4.5684364E-03
  4.4650292E+00  5.7976551E-03  7.6142732E-02  3.3673583E-03 -1.8731992E-03 -5.1570644E-03
  4.4650292E+00  5.1904566E-03  7.2044534E-02  3.5593343E-03 -3.2309902E-03 -2.4634374E-03
  4.4650292E+00  4.2491205E-03  6.5143451E-02  3.9005787E-03 -2.5704105E-03  2.1521018E-03
  4.4650292E+00  4.9245128E-03  7.0050177E-02  3.6373062E-03 -1.0206562E-04  4.9221376E-03
  4.4650292E+00  2.1591578E-03  4.6466831E-02  5.5178183E-03  3.4587134E-04  2.1030854E-03
  4.4650292E+00  1.6933678E-03  4.1150579E-02  6.2309989E-03  8.1889190E-04  1.2353826E-03
  4.4650292E+00  1.8674626E-03  4.3209758E-02  5.9317002E-03  8.5808534E-04  1.4193546E-03
  4.4650292E+00  1.3204427E-01  3.6278662E-01  7.0218266E-04  1.0576798E-01  5.9423082E-03
  4.4650292E+00  6.7066267E-02  2.5854953E-01  9.8527426E-04 -2.1168354E-03  6.0321410E-03
  4.4650292E+00  8.0246159E-03  8.9577383E-02  2.8606951E-03 -2.0707542E-03 -7.4698623E-03
  4.4650292E+00  7.0704798E-03  8.4080344E-02  3.0517194E-03 -4.9987399E-03  7.5478745E-05
  4.4650292E+00  1.8958249E-03  4.3534114E-02  5.8888299E-03 -1.3405999E-03 -2.7353617E-05
  4.4650292E+00  2.3251203E-03  4.8172880E-02  5.2721005E-03 -1.2496313E-03 -1.5065889E-03
  4.4650292E+00  4.1951125E-03  6.4788931E-02  3.8957486E-03  2.7266063E-03  1.6630308E-03
  4.4650292E+00  3.2427378E-03  5.6944728E-02  4.5028464E-03  1.8318519E-03  1.9501428E-03
  4.4650292E+00  2.5394154E-03  5.0392882E-02  5.0881758E-03  1.3534390E-03  1.6689003E-03
  4.4650292E+00  2.3450214E-03  4.8420536E-02  5.2933509E-03  6.2734021E-04  2.1707479E-03
  4.4650292E+00  1.3852368E-01  3.7158098E-01  6.8556385E-04  1.1072514E-01  1.1362739E-02
  4.4650292E+00  6.8601113E-02  2.6148930E-01  9.7421320E-04  1.1717830E-02 -1.5741255E-02
  4.4650292E+00  1.0962157E-01  3.3106298E-01  7.7406597E-04  7.2250843E-02 -2.6555805E-02
  4.4650292E+00  5.7026781E-02  2.3880088E-01  1.0737224E-03  3.1402352E-02 -3.7211938E-02
  4.4650292E+00  3.9489030E-02  1.9872828E-01  1.2901609E-03  2.4878521E-02 -2.3211770E-02
  4.4650292E+00  9.7835388E-02  3.1226634E-01  8.1484303E-04  7.4819159E-02 -1.3704836E-02
  4.4650292E+00  6.7364655E-02  2.5905745E-01  9.8354394E-04  4.7837580E-02 -7.2077048E-03
  4.4650292E+00  3.4264396E-03  5.8642455E-02  4.3527488E-03  3.4414770E-03 -1.6287512E-04
  4.4650292E+00  2.6235548E-02  1.6172192E-01  1.6111925E-03 -5.5610308E-03  2.4861686E-02
  4.4650292E+00  4.7719598E-02  2.1842598E-01  1.1734296E-03 -2.5859653E-02  2.9941277E-02
  4.4650292E+00  1.9192862E-01  4.3738008E-01  5.8243469E-04  1.4788871E-01  6.9637540E-02
  4.4650292E+00  5.8509985E-05  4.3842890E-04            NaN  5.7908417E-05  3.4600180E-07
  4.4650292E+00  5.2748773E-07  1.0723615E-05            NaN  3.7282395E-07 -2.5608889E-10
  4.4650292E+00  0.0000000E+00  0.0000000E+00            NaN  0.0000000E+00  0.0000000E+00
