          atime             Tm             uf             yp             Tx             Ty
  4.4650292E+00  1.7106960E-03  4.1360561E-02  6.1993902E-03  1.7021374E-03 -3.3349463E-10
  4.4650292E+00  1.6779018E-03  4.0962200E-02  6.2596798E-03  1.6604549E-03 -7.4832830E-10
  4.4650292E+00  1.6241242E-03  4.0300424E-02  6.3624705E-03  1.5953874E-03 -2.3343047E-10
  4.4650292E+00  1.5421918E-03  3.9270750E-02  6.5292936E-03  1.5022163E-03 -1.1363990E-11
  4.4650292E+00  1.4279859E-03  3.7788701E-02  6.7853684E-03  1.3820772E-03  1.1921725E-10
  4.4650292E+00  1.2878542E-03  3.5886686E-02  7.1449968E-03  1.2483292E-03  2.1100914E-09
  4.4650292E+00  1.1493879E-03  3.3902624E-02  7.5631390E-03  1.1298973E-03 -6.1494619E-09
  4.4650292E+00  1.0653314E-03  3.2639415E-02  7.8558472E-03  1.0640492E-03  7.1397897E-09
  4.4650292E+00  1.0838898E-03  3.2922481E-02  7.7883030E-03  1.0768878E-03  7.1069508E-09
  4.4650292E+00  1.1955947E-03  3.4577373E-02  7.4155506E-03  1.1649558E-03 -6.2058579E-09
  4.4650292E+00  1.3445259E-03  3.6667778E-02  6.9927949E-03  1.2971027E-03  2.1231404E-09
  4.4650292E+00  1.4826649E-03  3.8505387E-02  6.6590749E-03  1.4349161E-03  7.6683982E-11
  4.4650292E+00  1.5885947E-03  3.9857179E-02  6.4332264E-03  1.5513867E-03 -4.5059404E-11
  4.4650292E+00  1.6600914E-03  4.0744219E-02  6.2931690E-03  1.6362307E-03 -2.4906259E-10
  4.4650292E+00  1.7034879E-03  4.1273332E-02  6.2124923E-03  1.6910074E-03 -4.8355424E-10
  4.4650292E+00  1.7268675E-03  4.1555595E-02  6.1702945E-03  1.7221245E-03 -3.5528665E-10
  4.4650292E+00  1.7367740E-03  4.1674621E-02  6.1526716E-03  1.7360267E-03 -1.6365353E-10
  4.4650292E+00  1.7371226E-03  4.1678803E-02  6.1520542E-03  1.7369545E-03 -4.4270708E-10
  4.4650292E+00  1.7412520E-03  4.1728312E-02  6.1447551E-03  1.7409724E-03 -6.5726863E-11
  4.4650292E+00  1.7302746E-03  4.1596570E-02  6.1642163E-03  1.7259323E-03 -8.3790456E-11
  4.4650292E+00  1.7062942E-03  4.1307314E-02  6.2073814E-03  1.6925128E-03 -8.6158295E-11
  4.4650292E+00  1.6629267E-03  4.0778998E-02  6.2878018E-03  1.6329660E-03 -6.5604781E-11
  4.4650292E+00  1.5899621E-03  3.9874329E-02  6.4304595E-03  1.5356912E-03 -3.4313891E-11
  4.4650292E+00  1.4743763E-03  3.8397607E-02  6.6777666E-03  1.3885630E-03  1.9491828E-10
  4.4650292E+00  1.3032958E-03  3.6101188E-02  7.1025436E-03  1.1869194E-03  3.7135965E-10
  4.4650292E+00  1.0720907E-03  3.2742795E-02  7.8310438E-03  9.4779831E-04 -1.8149023E-09
  4.4650292E+00  8.0357842E-04  2.8347459E-02  9.0452641E-03  7.2303102E-04  2.9137988E-09
  4.4650292E+00  5.9884720E-04  2.4471355E-02  1.0477976E-02  5.9142171E-04 -2.5294926E-09
  4.4650292E+00  6.4622848E-04  2.5421025E-02  1.0086542E-02  6.1450991E-04 -2.5356755E-09
  4.4650292E+00  8.9721875E-04  2.9953610E-02  8.5602455E-03  7.8499357E-04  2.9544807E-09
  4.4650292E+00  1.1695457E-03  3.4198621E-02  7.4976783E-03  1.0319071E-03 -2.0035018E-09
  4.4650292E+00  1.3899896E-03  3.7282564E-02  6.8774846E-03  1.2756317E-03  4.4062231E-10
  4.4650292E+00  1.5452083E-03  3.9309137E-02  6.5229175E-03  1.4688286E-03  1.4535176E-10
  4.4650292E+00  1.6438575E-03  4.0544513E-02  6.3241666E-03  1.6005352E-03 -7.8264416E-11
  4.4650292E+00  1.7008884E-03  4.1241828E-02  6.2172379E-03  1.6802748E-03 -6.0478003E-11
  4.4650292E+00  1.7301402E-03  4.1594955E-02  6.1644557E-03  1.7228451E-03 -1.7529109E-10
  4.4650292E+00  1.7417089E-03  4.1733786E-02  6.1439491E-03  1.7406346E-03  3.0100638E-11
  4.4650292E+00  1.7412520E-03  4.1728312E-02  6.1447551E-03  1.7409724E-03 -6.5726863E-11
  4.4650292E+00  1.7573091E-03  4.1920270E-02  6.1166175E-03  1.7568557E-03  5.4890361E-12
  4.4650292E+00  1.7450550E-03  4.1773856E-02  6.1380557E-03  1.7387237E-03 -5.3581053E-11
  4.4650292E+00  1.7200433E-03  4.1473405E-02  6.1825225E-03  1.6994008E-03 -1.0639884E-10
  4.4650292E+00  1.6749255E-03  4.0925853E-02  6.2652391E-03  1.6269228E-03  3.0444563E-12
  4.4650292E+00  1.5979844E-03  3.9974797E-02  6.4142979E-03  1.5017601E-03  6.8996573E-11
  4.4650292E+00  1.4740788E-03  3.8393734E-02  6.6784401E-03  1.2995057E-03 -2.4743560E-10
  4.4650292E+00  1.2861345E-03  3.5862717E-02  7.1497721E-03  1.0012151E-03  4.7829054E-10
  4.4650292E+00  1.0156999E-03  3.1870048E-02  8.0454931E-03  6.1770528E-04  5.2073721E-10
  4.4650292E+00  6.4443831E-04  2.5385785E-02  1.0100548E-02  2.2440860E-04  9.6074932E-10
  4.4650292E+00  1.7816374E-04  1.3347907E-02  1.9209026E-02 -2.5046810E-05 -1.0138914E-09
  4.4650292E+00  3.4132756E-04  1.8475054E-02  1.3878722E-02  1.4598041E-05 -9.9153749E-10
  4.4650292E+00  7.9651912E-04  2.8222671E-02  9.0852582E-03  3.2629462E-04  1.0672713E-09
  4.4650292E+00  1.1496192E-03  3.3906035E-02  7.5623781E-03  7.5108404E-04  6.2498563E-10
  4.4650292E+00  1.4001943E-03  3.7419170E-02  6.8523769E-03  1.1376877E-03  2.0655537E-10
  4.4650292E+00  1.5665751E-03  3.9579983E-02  6.4782811E-03  1.4191958E-03 -2.3814721E-10
  4.4650292E+00  1.6683172E-03  4.0845039E-02  6.2776353E-03  1.5953591E-03  1.7654458E-10
  4.4650292E+00  1.7243435E-03  4.1525215E-02  6.1748086E-03  1.6931358E-03  4.1203774E-11
  4.4650292E+00  1.7509710E-03  4.1844605E-02  6.1276778E-03  1.7408133E-03 -5.2060165E-10
  4.4650292E+00  1.7598124E-03  4.1950118E-02  6.1122655E-03  1.7584546E-03 -1.6849966E-10
  4.4650292E+00  1.7573091E-03  4.1920270E-02  6.1166175E-03  1.7568557E-03  5.4890361E-12
  4.4650292E+00  1.7854964E-03  4.2255135E-02  6.0681443E-03  1.7847910E-03 -5.0359850E-11
  4.4650292E+00  1.7743177E-03  4.2122651E-02  6.0872298E-03  1.7659551E-03 -3.1038161E-12
  4.4650292E+00  1.7552082E-03  4.1895205E-02  6.1202769E-03  1.7275011E-03  6.7949517E-11
  4.4650292E+00  1.7225579E-03  4.1503709E-02  6.1780082E-03  1.6541746E-03  4.4869307E-11
  4.4650292E+00  1.6697401E-03  4.0862453E-02  6.2749600E-03  1.5199191E-03 -5.1196157E-10
  4.4650292E+00  1.5934635E-03  3.9918210E-02  6.4233907E-03  1.2893178E-03  1.1187608E-09
  4.4650292E+00  1.4930396E-03  3.8639871E-02  6.6358983E-03  9.2531710E-04 -8.9935809E-10
  4.4650292E+00  1.3480419E-03  3.6715690E-02  6.9836699E-03  4.0971352E-04  2.6551696E-09
  4.4650292E+00  1.0927253E-03  3.3056397E-02  7.7567507E-03 -2.0296152E-04 -5.9709643E-09
  4.4650292E+00  7.5808769E-04  2.7533443E-02  9.3126486E-03 -6.6826763E-04  2.5984433E-09
  4.4650292E+00  8.6346021E-04  2.9384733E-02  8.7259442E-03 -5.9690725E-04  2.4161624E-09
  4.4650292E+00  1.2500574E-03  3.5356149E-02  7.2522115E-03 -4.3755726E-05 -4.5777990E-09
  4.4650292E+00  1.4907357E-03  3.8610047E-02  6.6410238E-03  6.0492821E-04  2.3509829E-09
  4.4650292E+00  1.6159139E-03  4.0198431E-02  6.3786135E-03  1.1181209E-03 -1.9370433E-09
  4.4650292E+00  1.6966464E-03  4.1190368E-02  6.2250053E-03  1.4534968E-03  5.1033772E-10
  4.4650292E+00  1.7505701E-03  4.1839815E-02  6.1283793E-03  1.6442181E-03 -3.2933309E-10
  4.4650292E+00  1.7800748E-03  4.2190932E-02  6.0773783E-03  1.7391607E-03  1.5015861E-10
  4.4650292E+00  1.7912715E-03  4.2323415E-02  6.0583547E-03  1.7791322E-03 -2.0082108E-11
  4.4650292E+00  1.7914817E-03  4.2325899E-02  6.0579992E-03  1.7900764E-03 -1.0346693E-10
  4.4650292E+00  1.7854964E-03  4.2255135E-02  6.0681443E-03  1.7847910E-03 -5.0359850E-11
  4.4650292E+00  1.8217314E-03  4.2681745E-02  6.0074924E-03  1.8207031E-03 -2.0766699E-11
  4.4650292E+00  1.8141577E-03  4.2592930E-02  6.0200192E-03  1.8044910E-03  6.1992849E-11
  4.4650292E+00  1.8079595E-03  4.2520107E-02  6.0303296E-03  1.7760914E-03  1.5905775E-10
  4.4650292E+00  1.8026736E-03  4.2457904E-02  6.0391644E-03  1.7208023E-03 -5.7911446E-10
  4.4650292E+00  1.8058159E-03  4.2494892E-02  6.0339079E-03  1.6161732E-03  5.3122064E-10
  4.4650292E+00  1.8434033E-03  4.2934874E-02  5.9720740E-03  1.4380125E-03 -2.7051196E-09
  4.4650292E+00  1.9540709E-03  4.4204876E-02  5.8004966E-03  1.1683133E-03  3.8786114E-09
  4.4650292E+00  2.3722814E-03  4.8706061E-02  5.2644436E-03  9.5035854E-04 -5.8798632E-08
  4.4650292E+00  2.5605373E-03  5.0602411E-02  5.0670340E-03  5.9671597E-05  1.9378681E-07
  4.4650292E+00  4.1600896E-03  6.4499388E-02  3.9753479E-03 -3.8848796E-03 -8.4534095E-07
  4.4650292E+00  4.0719147E-03  6.3812099E-02  4.0181803E-03 -3.5039519E-03 -7.8451048E-07
  4.4650292E+00  2.6993009E-03  5.1954997E-02  4.9352011E-03  6.1252972E-04  2.3360006E-07
  4.4650292E+00  2.4467687E-03  4.9464835E-02  5.1836856E-03  1.1496582E-03 -1.1205146E-08
  4.4650292E+00  2.0794515E-03  4.5601002E-02  5.6229085E-03  1.4126056E-03  1.0695793E-09
  4.4650292E+00  1.9459798E-03  4.4113261E-02  5.8125436E-03  1.6406031E-03 -6.8541041E-10
  4.4650292E+00  1.8887786E-03  4.3460080E-02  5.8999031E-03  1.7659642E-03 -6.9082749E-11
  4.4650292E+00  1.8631395E-03  4.3164100E-02  5.9403591E-03  1.8200800E-03 -2.9462006E-10
  4.4650292E+00  1.8460960E-03  4.2966219E-02  5.9677176E-03  1.8345828E-03  1.5657061E-10
  4.4650292E+00  1.8322602E-03  4.2804908E-02  5.9902070E-03  1.8312168E-03  2.1518157E-11
  4.4650292E+00  1.8217314E-03  4.2681745E-02  6.0074924E-03  1.8207031E-03 -2.0766699E-11
  4.4650292E+00  1.8570408E-03  4.3093396E-02  5.9501055E-03  1.8556604E-03  1.3930890E-10
  4.4650292E+00  1.8547181E-03  4.3066438E-02  5.9538300E-03  1.8453082E-03  1.1085963E-10
  4.4650292E+00  1.8652001E-03  4.3187962E-02  5.9370770E-03  1.8353554E-03 -7.7778075E-10
  4.4650292E+00  1.8951765E-03  4.3533625E-02  5.8899358E-03  1.8178463E-03 -1.0128344E-09
  4.4650292E+00  1.9724485E-03  4.4412257E-02  5.7734118E-03  1.7928005E-03  4.1014839E-10
  4.4650292E+00  2.1766981E-03  4.6655097E-02  5.4958680E-03  1.8074810E-03 -1.5035984E-09
  4.4650292E+00  3.3378899E-03  5.7774421E-02  4.4381370E-03  2.7409991E-03  3.2462507E-08
  4.4650292E+00  6.7502937E-03  8.2160043E-02  3.1208592E-03  6.4254353E-04 -9.8489669E-08
  4.4650292E+00  8.4799489E-03  9.2086545E-02  2.7844541E-03 -5.2286892E-04 -7.6326868E-07
  4.4650292E+00  8.9472684E-03  9.4589999E-02  2.7107529E-03 -5.5599180E-03  2.6825010E-07
  4.4650292E+00  9.1479779E-03  9.5645416E-02  2.6808188E-03 -5.3058160E-03  1.1972640E-07
  4.4650292E+00  8.9001869E-03  9.4340787E-02  2.7179160E-03 -3.3280619E-04 -6.7086919E-07
  4.4650292E+00  6.4145377E-03  8.0090649E-02  3.2015410E-03  1.5499743E-03  3.9738445E-07
  4.4650292E+00  3.2482316E-03  5.6993343E-02  4.4989396E-03  2.6682512E-03  1.7140256E-08
  4.4650292E+00  2.2689940E-03  4.7633962E-02  5.3829286E-03  2.0177316E-03 -3.2850475E-09
  4.4650292E+00  2.0492150E-03  4.5268256E-02  5.6642399E-03  1.9499051E-03  1.4961976E-09
  4.4650292E+00  1.9527774E-03  4.4190241E-02  5.8024179E-03  1.9204626E-03 -1.6015321E-09
  4.4650292E+00  1.9017249E-03  4.3608771E-02  5.8797862E-03  1.8941862E-03 -4.7601507E-10
  4.4650292E+00  1.8719838E-03  4.3266429E-02  5.9263095E-03  1.8715990E-03  1.8229458E-10
  4.4650292E+00  1.8570408E-03  4.3093396E-02  5.9501055E-03  1.8556604E-03  1.3930890E-10
  4.4650292E+00  1.8790116E-03  4.3347567E-02  5.9152168E-03  1.8773327E-03 -4.4218600E-10
  4.4650292E+00  1.8820672E-03  4.3382798E-02  5.9104130E-03  1.8747109E-03 -7.3175201E-10
  4.4650292E+00  1.9071249E-03  4.3670642E-02  5.8714561E-03  1.8859110E-03 -1.8532267E-09
  4.4650292E+00  1.9663982E-03  4.4344089E-02  5.7822871E-03  1.9136231E-03  3.1993388E-09
  4.4650292E+00  2.1125653E-03  4.5962652E-02  5.5786652E-03  1.9991202E-03  2.1446429E-09
  4.4650292E+00  2.7738152E-03  5.2666922E-02  4.8685404E-03  2.5682939E-03  1.7632024E-08
  4.4650292E+00  6.2390977E-03  7.8987723E-02  3.2462256E-03  3.6690295E-03 -2.1550325E-07
  4.4650292E+00  9.1155428E-03  9.5475368E-02  2.6856159E-03  5.6684183E-03 -1.8124372E-07
  4.4650292E+00  1.6496963E-02  1.2844050E-01  1.9963351E-03  6.9950484E-03 -2.8573477E-07
  4.4650292E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  4.4650292E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  4.4650292E+00  1.7186354E-02  1.3109673E-01  1.9558860E-03  7.8194337E-03  1.0646596E-06
  4.4650292E+00  9.5818322E-03  9.7886849E-02  2.6194549E-03  6.4976895E-03  2.5848608E-07
  4.4650292E+00  5.6442325E-03  7.5128046E-02  3.4129807E-03  4.2633189E-03  2.1003426E-07
  4.4650292E+00  2.5782518E-03  5.0776506E-02  5.0497721E-03  2.4871852E-03 -6.3422325E-09
  4.4650292E+00  2.1710563E-03  4.6594592E-02  5.5030054E-03  2.1280564E-03 -7.1488292E-09
  4.4650292E+00  2.0155167E-03  4.4894506E-02  5.7113952E-03  2.0024024E-03 -3.2982913E-09
  4.4650292E+00  1.9379282E-03  4.4021904E-02  5.8246064E-03  1.9356939E-03 -2.5151803E-09
  4.4650292E+00  1.8964160E-03  4.3547859E-02  5.8880107E-03  1.8964154E-03 -3.1156836E-10
  4.4650292E+00  1.8790116E-03  4.3347567E-02  5.9152168E-03  1.8773327E-03 -4.4218600E-10
  4.4650292E+00  1.8752744E-03  4.3304438E-02  5.9211083E-03  1.8734536E-03 -1.3520847E-09
  4.4650292E+00  1.8818790E-03  4.3380630E-02  5.9107085E-03  1.8776586E-03  3.1100646E-09
  4.4650292E+00  1.9125440E-03  4.3732637E-02  5.8631339E-03  1.9027528E-03 -6.7507855E-09
  4.4650292E+00  1.9831217E-03  4.4532257E-02  5.7578539E-03  1.9616049E-03  8.4124890E-09
  4.4650292E+00  2.1781540E-03  4.6670735E-02  5.4940174E-03  2.1425519E-03  1.2992885E-08
  4.4650292E+00  4.1597015E-03  6.4495837E-02  3.9755959E-03  3.9463257E-03  1.3646380E-08
  4.4650292E+00  7.3465397E-03  8.5712110E-02  2.9915184E-03  5.8553047E-03  1.7395016E-07
  4.4650292E+00  1.0454985E-02  1.0224946E-01  2.5077001E-03  9.2081146E-03  4.9494906E-07
  4.4650292E+00  2.9362868E-03  5.4208087E-02  4.7270523E-03  2.9239188E-03  1.1881554E-07
  4.4650292E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  4.4650292E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  4.4650292E+00  3.2697101E-03  5.7195458E-02  4.4819251E-03  3.2689379E-03  6.0356462E-08
  4.4650292E+00  1.1772235E-02  1.0849946E-01  2.3632627E-03  1.0744587E-02  5.4380171E-07
  4.4650292E+00  7.5447212E-03  8.6860333E-02  2.9519853E-03  6.3607873E-03 -5.6378494E-08
  4.4650292E+00  3.2712395E-03  5.7194731E-02  4.4831077E-03  3.2707107E-03  2.0064746E-08
  4.4650292E+00  2.1909612E-03  4.6807705E-02  5.4779494E-03  2.1888044E-03  4.4916338E-09
  4.4650292E+00  2.0178970E-03  4.4921006E-02  5.7080264E-03  2.0174895E-03 -1.1619044E-08
  4.4650292E+00  1.9358993E-03  4.3998858E-02  5.8276564E-03  1.9358596E-03 -7.9884995E-09
  4.4650292E+00  1.8920751E-03  4.3497991E-02  5.8947607E-03  1.8914240E-03 -2.3617498E-09
  4.4650292E+00  1.8752744E-03  4.3304438E-02  5.9211083E-03  1.8734536E-03 -1.3520847E-09
  4.4650292E+00  1.8378046E-03  4.2869623E-02  5.9811642E-03  1.8360786E-03  2.8629569E-09
  4.4650292E+00  1.8446672E-03  4.2949592E-02  5.9700272E-03  1.8432544E-03  4.1125460E-10
  4.4650292E+00  1.8689112E-03  4.3230897E-02  5.9311827E-03  1.8672545E-03  9.8501524E-10
  4.4650292E+00  1.9286934E-03  4.3916910E-02  5.8385272E-03  1.9269757E-03 -8.4654522E-09
  4.4650292E+00  2.1305350E-03  4.6157483E-02  5.5551896E-03  2.1302163E-03  2.4960918E-08
  4.4650292E+00  5.3794440E-03  7.3344845E-02  3.4959492E-03  4.8604518E-03  4.7990797E-08
  4.4650292E+00  7.9987622E-03  8.9435828E-02  2.8669728E-03  7.1769862E-03  2.3248774E-09
  4.4650292E+00  1.0274291E-02  1.0136194E-01  2.5296554E-03  1.0044941E-02 -1.4760048E-09
  4.4650292E+00  2.9895055E-03  5.4676354E-02  4.6896009E-03  2.9777149E-03  1.5491817E-06
  4.4650292E+00  4.4060358E-03  6.6371502E-02  3.8641061E-03  2.4731763E-03  5.9019467E-07
  4.4650292E+00  3.7451126E-04  1.9627804E-02  1.2904229E-02  3.5182570E-04  1.1469639E-06
  4.4650292E+00  1.8747610E-03  4.3297584E-02  5.9222550E-03  1.6617311E-03  5.4601277E-07
  4.4650292E+00  8.8500133E-03  9.4074318E-02  2.7256364E-03  8.7488291E-03 -2.1214700E-07
  4.4650292E+00  7.1670277E-03  8.4657665E-02  3.0288362E-03  6.8864617E-03  2.9143689E-07
  4.4650292E+00  4.1260881E-03  6.4233711E-02  3.9919491E-03  4.0621871E-03  5.8784754E-08
  4.4650292E+00  2.0771236E-03  4.5575513E-02  5.6260430E-03  2.0620954E-03  5.3464736E-09
  4.4650292E+00  1.9434532E-03  4.4084630E-02  5.8163149E-03  1.9365791E-03  5.8991492E-09
  4.4650292E+00  1.8832402E-03  4.3396316E-02  5.9085719E-03  1.8790700E-03  9.2520616E-10
  4.4650292E+00  1.8500283E-03  4.3011954E-02  5.9613721E-03  1.8474160E-03  1.1243511E-09
  4.4650292E+00  1.8378046E-03  4.2869623E-02  5.9811642E-03  1.8360786E-03  2.8629569E-09
  4.4650292E+00  1.7667765E-03  4.2033041E-02  6.1002067E-03  1.7653864E-03 -6.0864873E-09
  4.4650292E+00  1.7701690E-03  4.2073374E-02  6.0943600E-03  1.7700987E-03 -7.7598212E-10
  4.4650292E+00  1.7777309E-03  4.2163145E-02  6.0813840E-03  1.7773954E-03 -1.1789531E-09
  4.4650292E+00  1.7878577E-03  4.2283035E-02  6.0641486E-03  1.7850010E-03 -2.2784377E-09
  4.4650292E+00  2.1613659E-03  4.6490100E-02  5.5155486E-03  2.1371428E-03 -5.7375833E-08
  4.4650292E+00  5.3589587E-03  7.3204832E-02  3.5026503E-03  5.1041650E-03  1.0711065E-07
  4.4650292E+00  7.7824649E-03  8.8218194E-02  2.9065521E-03  7.5924338E-03  6.5178176E-08
  4.4650292E+00  1.0787175E-02  1.0386131E-01  2.4687765E-03  1.0768246E-02  3.7052818E-07
  4.4650292E+00  2.6287372E-03  5.1459643E-02  4.8855689E-03  1.5297146E-03  2.7790545E-06
  4.4650292E+00  3.3238204E-03  5.7651842E-02  4.4476883E-03 -3.0581185E-03  1.2468441E-06
  4.4650292E+00  2.7018678E-03  5.1979781E-02  4.9328420E-03 -1.4378774E-03 -7.4481756E-07
